,finn_code,manufacturer,model,km,power,cylinder,model_age,trans_0,trans_1,trans_2,fuel_type_0,fuel_type_1,fuel_type_2,fuel_type_3,fuel_type_4,gear_0,gear_1,price
10190,137790327,26,448,168.0,109.0,2.0,14,1,0,0,0,1,0,0,0,0,1,148.99999999999991
1333,138197643,29,412,26.0,82.0,0.0,4,0,1,0,0,0,1,0,0,1,0,145.00000000000003
9753,137801360,3,101,73.0,82.0,1.2,5,0,1,0,1,0,0,0,0,0,1,108.99999999999997
1815,138176036,9,150,44.0,163.0,2.0,3,1,0,0,0,1,0,0,0,1,0,310.00000000000006
624,138206912,0,58,252.0,150.0,1.8,20,0,1,0,1,0,0,0,0,0,1,19.999999999999993
4806,137547424,1,214,0.0,184.0,0.0,0,0,0,1,0,0,1,0,0,1,0,399.9999999999999
8473,137081724,8,223,18.0,120.0,0.0,2,0,1,0,0,0,1,0,0,1,0,279.99999999999983
3906,138104589,22,46,315.0,150.0,2.0,13,0,1,0,1,0,0,0,0,1,0,22.00000000000001
3825,135061386,28,413,139.0,101.0,1.3,10,0,1,0,1,0,0,0,0,0,1,58.00000000000001
2869,138142338,7,143,192.0,150.0,2.0,14,1,0,0,1,0,0,0,0,0,1,48.99999999999996
5770,138047795,29,191,43.0,150.0,1.4,2,0,1,0,0,0,0,1,0,1,0,264.9999999999997
6001,138040361,18,430,91.0,120.0,1.6,4,0,1,0,0,1,0,0,0,0,1,159.99999999999994
10521,135951056,13,30,218.0,110.0,2.0,12,0,1,0,0,1,0,0,0,0,1,26.999999999999996
9566,137806754,7,228,4.0,102.0,1.3,1,0,1,0,1,0,0,0,0,1,0,274.0
5415,138057161,30,442,32.0,163.0,2.4,2,1,0,0,0,1,0,0,0,1,0,529.0
8326,137847448,28,254,11.0,177.0,2.8,2,1,0,0,0,1,0,0,0,1,0,534.9999999999997
2986,138130791,28,334,130.0,152.0,2.0,11,1,0,0,1,0,0,0,0,1,0,127.99999999999989
8716,137826024,14,51,46.0,122.0,1.6,1,0,1,0,1,0,0,0,0,1,0,289.0000000000001
7525,137900553,27,274,38.0,332.0,0.0,3,1,0,0,0,0,1,0,0,1,0,629.9999999999999
2716,138145972,6,404,88.0,101.0,2.2,3,0,1,0,0,1,0,0,0,0,1,197.99999999999991
9995,137794510,17,287,65.0,90.0,1.5,8,0,1,0,0,1,0,0,0,0,1,70.00000000000003
4266,138087018,19,170,40.0,128.0,2.0,6,1,0,0,0,1,0,0,0,0,1,139.9999999999999
686,138211863,1,31,44.0,163.0,2.0,4,1,0,0,0,1,0,0,0,1,0,439.99999999999966
2039,138165133,30,356,59.0,114.0,1.6,5,0,1,0,0,1,0,0,0,0,1,178.99999999999983
2832,138143100,14,375,314.0,163.0,2.1,9,0,0,1,0,1,0,0,0,1,0,108.99999999999997
514,138212734,3,233,146.0,90.0,1.6,10,0,1,0,0,1,0,0,0,0,1,15.999999999999991
239,138222587,1,214,1.0,170.0,0.0,1,0,0,1,0,0,1,0,0,1,0,337.9999999999998
3916,138116758,14,80,291.0,109.0,2.0,13,0,1,0,0,1,0,0,0,1,0,41.999999999999986
9822,137799270,18,71,86.0,140.0,1.4,8,0,1,0,1,0,0,0,0,1,0,118.9999999999999
1853,137919670,29,364,61.0,177.0,2.0,4,0,1,0,0,1,0,0,0,1,0,413.99999999999994
7314,137918552,30,418,117.0,163.0,2.0,7,0,1,0,0,1,0,0,0,1,0,178.99999999999983
10285,137786464,30,442,43.0,163.0,2.4,3,1,0,0,0,1,0,0,0,1,0,488.99999999999983
9416,137592931,18,71,153.0,101.0,1.6,26,0,1,0,1,0,0,0,0,0,1,19.999999999999993
5537,129588691,14,159,226.0,190.0,3.0,11,0,0,1,0,1,0,0,0,1,0,129.99999999999994
958,138205765,7,126,117.0,140.0,2.2,11,0,1,0,0,1,0,0,0,0,1,79.99999999999994
4464,138078892,25,257,194.0,125.0,2.0,16,1,0,0,1,0,0,0,0,1,0,28.999999999999993
10013,137793887,17,256,4.0,150.0,0.0,1,0,1,0,0,0,1,0,0,1,0,293.9999999999998
6676,137971459,19,23,14.0,131.0,1.2,1,0,1,0,1,0,0,0,0,1,0,309.00000000000017
10896,130905244,27,274,81.0,422.0,0.0,5,0,0,1,0,0,1,0,0,1,0,448.9999999999999
10500,133371390,17,256,72.0,109.0,0.0,5,0,1,0,0,0,1,0,0,1,0,128.99999999999994
8519,137833567,19,303,19.0,120.0,1.6,2,0,1,0,0,1,0,0,0,0,1,178.99999999999983
9285,137813903,3,96,4.0,110.0,1.2,1,0,1,0,1,0,0,0,0,1,0,279.0
6553,138002363,30,441,28.0,247.0,2.0,1,1,0,0,1,0,0,0,0,1,0,618.9999999999998
9515,137807865,3,197,41.0,131.0,1.2,3,0,1,0,1,0,0,0,0,1,0,289.99999999999994
10264,137787389,30,421,19.0,235.0,2.0,1,1,0,0,0,1,0,0,0,1,0,680.0
3093,135092834,1,214,9.0,170.0,0.0,1,0,0,1,0,0,1,0,0,1,0,338.9999999999996
5222,138061061,28,73,85.0,99.0,1.8,4,0,1,0,0,0,0,1,0,1,0,176.99999999999994
1027,138204083,6,402,50.0,75.0,1.6,5,0,1,0,0,1,0,0,0,0,1,119.99999999999996
353,138219901,17,327,24.0,131.0,1.6,4,0,1,0,0,1,0,0,0,1,0,270.0000000000001
7841,137874410,6,176,82.0,116.0,1.6,7,0,1,0,0,1,0,0,0,0,1,97.99999999999997
8283,137845670,0,55,236.0,150.0,2.0,19,0,1,0,1,0,0,0,0,0,1,21.000000000000004
1136,138201246,5,152,115.0,90.0,1.3,7,0,1,0,0,1,0,0,0,0,1,55.0
1823,138174181,0,54,206.0,105.0,1.9,11,0,1,0,0,1,0,0,0,0,1,59.99999999999997
3566,138125337,29,191,0.0,82.0,0.0,0,0,1,0,0,0,1,0,0,1,0,358.9999999999998
7303,137921909,14,51,91.0,122.0,1.6,6,0,1,0,1,0,0,0,0,1,0,152.99999999999991
7950,137874321,29,191,39.0,150.0,2.0,4,1,0,0,0,1,0,0,0,0,1,264.9999999999997
4475,138072715,0,55,251.0,110.0,1.9,19,1,0,0,0,1,0,0,0,0,1,28.999999999999993
4172,138094123,19,20,107.0,90.0,2.0,14,0,1,0,0,1,0,0,0,0,1,21.000000000000004
5019,138058967,17,310,265.0,115.0,3.0,26,1,0,0,0,1,0,0,0,0,1,16.999999999999996
3435,126150306,0,59,71.0,204.0,3.0,5,1,0,0,0,1,0,0,0,1,0,439.99999999999966
9234,137815114,14,91,75.0,279.0,2.0,4,0,0,1,0,0,0,1,0,1,0,379.9999999999999
1412,138195729,14,91,99.0,136.0,2.1,7,0,0,1,0,1,0,0,0,1,0,189.00000000000009
10427,137772193,14,159,258.0,150.0,2.0,17,0,0,1,0,1,0,0,0,1,0,36.0
4750,138071262,30,415,83.0,120.0,2.0,3,0,1,0,0,1,0,0,0,0,1,238.99999999999994
6141,138035369,29,405,91.0,180.0,2.0,6,1,0,0,0,1,0,0,0,1,0,234.0
4179,108057793,12,346,114.0,299.0,3.5,9,1,0,0,0,0,0,1,0,1,0,322.00000000000006
10004,137794364,17,256,22.0,107.0,0.0,3,0,1,0,0,0,1,0,0,1,0,175.99999999999972
5303,138059567,17,256,118.0,109.0,0.0,7,0,1,0,0,0,1,0,0,1,0,85.00000000000003
1315,138198030,6,182,187.0,140.0,2.0,9,0,1,0,0,1,0,0,0,0,1,139.0
7538,137854424,0,54,91.0,101.0,1.6,19,0,1,0,1,0,0,0,0,0,1,27.99999999999999
4120,138101366,6,348,191.0,140.0,2.0,11,0,1,0,0,1,0,0,0,0,1,50.00000000000001
3171,138131423,3,233,31.0,122.0,2.0,2,0,1,0,0,1,0,0,0,0,1,234.99999999999983
1229,138199655,6,277,105.0,140.0,2.0,8,0,1,0,0,1,0,0,0,1,0,158.99999999999997
978,133521073,29,67,40.0,140.0,2.0,5,1,0,0,0,1,0,0,0,0,1,395.0000000000001
654,138212466,15,141,44.0,122.0,1.6,3,0,1,0,1,0,0,0,0,1,0,248.99999999999977
10410,130817617,29,396,241.0,220.0,3.2,15,1,0,0,1,0,0,0,0,1,0,101.00000000000001
2192,138157667,4,330,88.0,243.0,3.0,5,1,0,0,0,1,0,0,0,1,0,499.0
9309,137788824,18,456,141.0,125.0,1.8,14,0,1,0,1,0,0,0,0,0,1,27.99999999999999
2336,138147909,13,16,65.0,105.0,2.0,13,0,1,0,1,0,0,0,0,1,0,59.99999999999997
7416,137910583,29,107,120.0,75.0,1.6,8,0,1,0,0,1,0,0,0,0,1,70.99999999999997
789,138209494,14,80,46.0,122.0,1.6,1,0,1,0,1,0,0,0,0,1,0,318.99999999999983
3021,138138444,28,73,50.0,99.0,1.8,4,0,1,0,0,0,0,1,0,1,0,229.00000000000009
408,138218601,1,31,182.0,245.0,3.0,9,1,0,0,0,1,0,0,0,1,0,289.99999999999994
10299,137785371,14,159,60.0,194.0,2.0,2,0,0,1,0,1,0,0,0,1,0,499.0
1127,138201257,18,204,15.0,120.0,1.6,2,0,1,0,0,1,0,0,0,1,0,397.99999999999983
1487,138193933,0,54,168.0,140.0,2.0,14,1,0,0,0,1,0,0,0,0,1,41.999999999999986
11165,137744893,17,285,72.0,171.0,2.5,9,1,0,0,0,1,0,0,0,1,0,248.99999999999977
2386,138151481,29,306,49.0,218.0,1.4,2,0,1,0,0,0,0,1,0,1,0,355.0000000000002
10422,137776118,30,418,86.0,190.0,2.4,3,1,0,0,0,1,0,0,0,1,0,279.0
6079,138038021,18,220,46.0,131.0,2.0,6,0,1,0,0,1,0,0,0,1,0,229.00000000000009
838,138208499,21,458,12.0,58.0,0.0,2,0,1,0,0,0,1,0,0,1,0,223.99999999999983
6031,138039699,13,7,25.0,90.0,1.5,4,0,1,0,1,0,0,0,0,0,1,148.99999999999991
1863,138164367,28,207,202.0,102.0,2.5,16,0,0,1,0,1,0,0,0,0,1,30.999999999999996
9849,137798819,20,266,43.0,211.0,3.0,3,1,0,0,0,1,0,0,0,1,0,678.9999999999997
8282,137849226,30,444,42.0,200.0,2.0,3,1,0,0,0,1,0,0,0,1,0,689.9999999999995
1242,138199453,30,421,11.0,407.0,2.0,1,1,0,0,0,0,0,1,0,1,0,779.0000000000001
3999,138111344,30,443,189.0,185.0,2.4,11,1,0,0,0,1,0,0,0,1,0,189.9999999999999
7524,137896804,17,242,193.0,133.0,2.0,17,1,0,0,0,1,0,0,0,0,1,50.99999999999999
935,138206339,19,33,23.0,131.0,1.2,2,0,1,0,1,0,0,0,0,1,0,388.99999999999983
1817,138175438,14,375,145.0,150.0,2.0,10,0,0,1,0,1,0,0,0,0,1,179.9999999999999
10188,137790377,30,421,40.0,235.0,2.0,2,1,0,0,0,1,0,0,0,1,0,610.0000000000003
10033,137793476,14,186,60.0,136.0,2.1,2,1,0,0,0,1,0,0,0,1,0,409.0
7406,136822567,0,55,138.0,163.0,1.8,16,1,0,0,1,0,0,0,0,0,1,76.99999999999997
10137,137791635,17,327,70.0,150.0,2.0,9,1,0,0,0,1,0,0,0,0,1,148.99999999999991
2767,138137365,6,176,32.0,125.0,1.0,3,0,1,0,1,0,0,0,0,1,0,227.99999999999986
9858,137798555,26,385,66.0,120.0,1.6,6,1,0,0,1,0,0,0,0,0,1,189.00000000000009
8222,129481723,29,312,147.0,64.0,1.2,13,0,1,0,1,0,0,0,0,0,1,24.99999999999999
6925,137969259,7,126,21.0,129.0,1.0,2,0,1,0,1,0,0,0,0,0,1,268.99999999999994
9757,137801269,20,119,32.0,211.0,2.7,5,0,0,1,1,0,0,0,0,1,0,649.0000000000001
2110,138161606,28,75,139.0,147.0,1.8,7,0,1,0,1,0,0,0,0,1,0,139.9999999999999
1614,138191359,28,453,9.0,100.0,1.5,2,0,1,0,0,0,0,1,0,1,0,238.99999999999994
10609,137764338,30,443,76.0,181.0,2.4,4,1,0,0,0,1,0,0,0,1,0,448.9999999999999
2235,138153919,23,293,135.0,102.0,1.6,14,0,1,0,1,0,0,0,0,0,1,24.99999999999999
5886,138044201,29,191,123.0,105.0,1.2,5,0,1,0,1,0,0,0,0,0,1,139.0
6300,138014486,1,438,214.0,235.0,3.0,10,1,0,0,0,1,0,0,0,1,0,262.99999999999983
7571,137894833,1,434,85.0,163.0,2.0,9,1,0,0,0,1,0,0,0,1,0,189.00000000000009
2988,138137126,16,299,171.0,202.0,2.0,4,1,0,0,0,0,0,1,0,1,0,198.99999999999983
1734,138180008,0,55,211.0,131.0,1.9,15,1,0,0,0,1,0,0,0,0,1,46.99999999999998
8397,137842248,30,443,72.0,181.0,2.4,3,1,0,0,0,1,0,0,0,1,0,499.99999999999983
5577,138053108,23,125,47.0,75.0,1.0,5,0,1,0,1,0,0,0,0,0,1,90.00000000000001
6140,138035738,2,87,11.0,204.0,0.0,2,0,1,0,0,0,1,0,0,1,0,323.99999999999983
7478,137908264,1,31,89.0,184.0,2.0,5,0,0,1,0,1,0,0,0,1,0,299.0
3978,132816994,30,442,45.0,190.0,2.4,3,1,0,0,0,1,0,0,0,1,0,428.9999999999999
5543,138049269,6,175,105.0,95.0,1.6,9,0,1,0,0,1,0,0,0,0,1,59.00000000000001
4054,138108666,29,192,18.0,180.0,1.8,1,1,0,0,1,0,0,0,0,1,0,418.9999999999998
9177,137816117,29,191,13.0,150.0,1.4,2,0,1,0,0,0,0,1,0,1,0,289.99999999999994
1177,126668394,17,290,18.0,145.0,2.3,2,0,1,0,0,1,0,0,0,0,1,247.99999999999994
7528,137896878,18,220,147.0,131.0,2.0,8,0,1,0,0,1,0,0,0,1,0,133.99999999999997
8330,137847205,14,128,3.0,122.0,1.6,1,0,1,0,1,0,0,0,0,1,0,385.0000000000001
3939,138081791,13,7,22.0,90.0,1.0,4,0,1,0,1,0,0,0,0,0,1,158.99999999999997
2035,138159073,14,159,191.0,170.0,2.1,10,0,0,1,0,1,0,0,0,1,0,129.99999999999994
10760,137757546,30,442,73.0,163.0,2.4,6,1,0,0,0,1,0,0,0,1,0,328.9999999999998
250,138222539,17,256,46.0,109.0,0.0,3,0,1,0,0,0,1,0,0,1,0,225.00000000000006
4072,138107539,23,382,134.0,140.0,2.0,9,0,1,0,0,1,0,0,0,1,0,139.9999999999999
2585,138148873,30,420,65.0,120.0,2.0,3,0,1,0,0,1,0,0,0,1,0,313.9999999999999
2623,138148082,28,208,4.0,150.0,2.4,3,1,0,0,0,1,0,0,0,0,1,468.9999999999997
10727,137758603,29,195,37.0,110.0,1.2,2,0,1,0,1,0,0,0,0,0,1,258.9999999999999
9868,137798425,0,59,59.0,211.0,3.0,3,1,0,0,0,1,0,0,0,1,0,549.0
1123,138201548,1,214,47.0,170.0,0.0,3,0,0,1,0,0,1,0,0,1,0,189.9999999999999
467,138217119,26,428,43.0,120.0,1.6,3,1,0,0,1,0,0,0,0,1,0,260.0
9223,137815461,19,222,41.0,48.0,0.0,4,0,0,1,0,0,1,0,0,1,0,74.0
6390,138016043,17,256,19.0,109.0,0.0,2,0,1,0,0,0,1,0,0,1,0,229.9999999999999
6130,138036599,14,159,45.0,136.0,2.1,8,0,0,1,0,1,0,0,0,1,0,229.00000000000009
6670,137980469,28,413,64.0,90.0,1.4,8,1,0,0,0,1,0,0,0,0,1,112.99999999999997
4390,131759788,29,194,171.0,105.0,1.9,13,0,1,0,0,1,0,0,0,0,1,36.0
2831,138143090,28,453,85.0,75.0,1.5,4,0,1,0,1,0,0,0,0,1,0,121.99999999999997
4656,138069742,0,55,100.0,143.0,2.0,9,0,1,0,0,1,0,0,0,0,1,128.99999999999994
5862,129368358,0,58,130.0,204.0,3.0,7,1,0,0,0,1,0,0,0,1,0,287.9999999999999
499,138216186,29,109,62.0,102.0,1.6,4,0,1,0,0,1,0,0,0,0,1,229.00000000000009
9414,137810616,29,392,114.0,140.0,2.0,6,1,0,0,0,1,0,0,0,1,0,250.0
5937,135084958,29,412,21.0,60.0,1.0,6,0,1,0,1,0,0,0,0,0,1,71.99999999999996
5590,138052780,29,306,172.0,105.0,1.6,8,0,1,0,0,1,0,0,0,0,1,98.99999999999994
10473,112636422,29,107,113.0,75.0,1.9,10,0,1,0,0,1,0,0,0,0,1,65.99999999999997
5143,138062221,29,191,58.0,204.0,1.4,3,0,1,0,0,0,0,1,0,1,0,248.99999999999977
2004,138166759,6,400,242.0,140.0,2.0,8,1,0,0,0,1,0,0,0,0,1,136.00000000000003
8803,137823759,1,438,1.0,313.0,2.0,1,1,0,0,0,0,0,1,0,1,0,779.0000000000001
9229,137815264,28,413,101.0,130.0,1.8,10,0,1,0,1,0,0,0,0,1,0,78.99999999999996
62,138227010,30,442,22.0,190.0,2.0,1,1,0,0,0,1,0,0,0,1,0,729.0000000000001
10488,137768711,28,453,155.0,68.0,1.0,18,0,1,0,1,0,0,0,0,0,1,18.999999999999993
4906,138067636,30,356,133.0,163.0,2.0,8,0,1,0,0,1,0,0,0,1,0,144.00000000000003
5559,137749130,1,31,185.0,192.0,2.5,18,0,0,1,1,0,0,0,0,1,0,56.99999999999998
10745,137757880,0,54,36.0,150.0,1.4,3,0,1,0,0,0,0,1,0,1,0,268.99999999999994
9176,137816210,29,392,95.0,140.0,2.0,7,1,0,0,0,1,0,0,0,1,0,197.99999999999991
6647,135394639,25,177,119.0,158.0,2.0,13,1,0,0,1,0,0,0,0,1,0,111.99999999999994
3295,138132474,11,369,52.0,111.0,0.0,3,0,1,0,0,0,1,0,0,1,0,189.00000000000009
10481,137773401,1,436,83.0,163.0,2.0,4,1,0,0,0,1,0,0,0,1,0,398.9999999999998
10134,134115880,29,405,210.0,140.0,2.0,8,0,1,0,0,1,0,0,0,1,0,115.00000000000003
4720,138071190,28,319,20.0,136.0,1.8,1,0,1,0,0,0,0,1,0,1,0,348.9999999999996
10095,137792367,6,404,4.0,131.0,2.0,1,0,1,0,0,1,0,0,0,0,1,318.00000000000006
2394,138151303,1,214,0.0,170.0,0.0,1,0,0,1,0,0,1,0,0,1,0,348.9999999999996
2252,138154677,16,299,15.0,202.0,2.0,1,1,0,0,0,0,0,1,0,1,0,399.9999999999999
9903,137797224,30,421,25.0,150.0,2.0,2,1,0,0,0,1,0,0,0,1,0,559.9999999999995
6828,137979704,5,32,16.0,111.0,0.0,4,0,1,0,0,0,1,0,0,1,0,158.99999999999997
1979,138164147,28,75,245.0,116.0,2.0,16,0,1,0,0,1,0,0,0,0,1,22.00000000000001
10687,137760538,0,323,16.0,116.0,1.0,1,0,1,0,1,0,0,0,0,1,0,324.9999999999999
3379,138130377,1,8,0.0,224.0,1.5,0,1,0,0,0,0,0,1,0,1,0,397.99999999999983
8354,137845355,1,214,44.0,170.0,0.0,3,0,0,1,0,0,1,0,0,1,0,209.0
7922,137872146,6,400,230.0,110.0,2.2,11,0,1,0,0,1,0,0,0,0,1,100.00000000000003
10616,137764159,30,442,16.0,150.0,2.0,2,0,1,0,0,1,0,0,0,0,1,448.9999999999999
9649,137804795,0,55,151.0,120.0,2.0,6,0,1,0,1,0,0,0,0,1,0,108.99999999999997
7224,137935796,30,421,11.0,235.0,2.0,1,1,0,0,0,1,0,0,0,1,0,629.9999999999999
9219,137815466,28,453,45.0,100.0,1.5,2,0,1,0,0,0,0,1,0,1,0,198.99999999999983
6846,137977154,14,367,44.0,184.0,1.8,6,0,0,1,1,0,0,0,0,1,0,299.0
8423,132111776,14,347,269.0,306.0,5.0,18,0,0,1,1,0,0,0,0,1,0,82.00000000000003
10684,137760563,17,256,30.0,109.0,0.0,4,0,1,0,0,0,1,0,0,1,0,139.9999999999999
9359,137812086,14,431,12.0,190.0,2.3,1,1,0,0,0,1,0,0,0,1,0,468.9999999999997
4489,138078648,30,419,33.0,220.0,2.4,2,1,0,0,0,1,0,0,0,1,0,499.0
5966,138041788,25,177,186.0,147.0,2.0,9,1,0,0,0,1,0,0,0,0,1,104.99999999999991
4962,138065960,14,429,48.0,136.0,2.1,3,1,0,0,0,1,0,0,0,1,0,341.9999999999999
10059,137588431,2,387,260.0,273.0,5.3,18,1,0,0,0,0,0,0,1,1,0,19.999999999999993
10468,137773839,11,374,4.0,136.0,1.6,0,0,1,0,0,1,0,0,0,1,0,488.99999999999983
4506,138069648,29,405,199.0,140.0,2.0,6,1,0,0,0,1,0,0,0,0,1,139.9999999999999
3249,138133710,1,437,71.0,190.0,2.0,4,1,0,0,0,1,0,0,0,1,0,428.9999999999999
3696,138122523,0,56,39.0,190.0,2.0,1,1,0,0,0,1,0,0,0,1,0,559.9999999999995
7919,137876295,0,325,138.0,143.0,2.0,7,1,0,0,0,1,0,0,0,0,1,189.9999999999999
4471,138079020,30,444,62.0,407.0,2.0,3,1,0,0,0,0,0,1,0,1,0,749.0000000000002
6498,138004654,30,420,262.0,200.0,2.4,18,1,0,0,1,0,0,0,0,1,0,19.999999999999993
2098,138162498,6,400,126.0,125.0,2.0,6,1,0,0,0,1,0,0,0,0,1,145.00000000000003
6743,135701008,8,409,171.0,141.0,2.0,14,1,0,0,1,0,0,0,0,0,1,33.0
1072,138202744,0,54,42.0,150.0,1.4,3,0,1,0,0,0,0,1,0,1,0,238.00000000000006
6606,137988980,29,306,188.0,140.0,2.0,11,1,0,0,0,1,0,0,0,0,1,59.99999999999997
6098,138037258,18,220,82.0,110.0,2.0,6,0,1,0,0,1,0,0,0,0,1,145.00000000000003
8181,116818946,17,328,139.0,141.0,2.0,10,0,1,0,1,0,0,0,0,0,1,125.00000000000003
1681,138183545,24,339,13.0,155.0,2.0,4,1,0,0,0,1,0,0,0,1,0,399.9999999999999
10177,137790637,3,84,45.0,99.0,1.6,4,0,1,0,0,1,0,0,0,0,1,125.00000000000003
5109,138063087,17,256,24.0,109.0,0.0,4,0,1,0,0,0,1,0,0,1,0,148.99999999999991
1527,138193689,9,150,8.0,163.0,1.9,1,1,0,0,0,1,0,0,0,1,0,568.9999999999997
7831,137876164,29,405,75.0,180.0,2.0,5,1,0,0,0,1,0,0,0,1,0,234.99999999999983
8773,137818607,28,254,196.0,163.0,3.0,15,1,0,0,0,1,0,0,0,0,1,175.99999999999972
4436,138080939,30,416,55.0,120.0,2.0,3,0,1,0,0,1,0,0,0,0,1,248.99999999999977
10587,132354112,3,99,121.0,90.0,1.6,9,0,1,0,0,1,0,0,0,0,1,34.99999999999999
4063,138104026,15,296,160.0,116.0,2.0,16,0,1,0,1,0,0,0,0,0,1,16.999999999999996
29,138227965,30,420,41.0,181.0,2.0,3,0,1,0,0,1,0,0,0,0,1,358.9999999999998
1947,138170816,28,208,132.0,171.0,3.0,4,1,0,0,0,1,0,0,0,1,0,309.00000000000017
402,90354678,30,418,34.0,215.0,2.4,6,1,0,0,0,0,0,1,0,1,0,293.9999999999998
6371,138014465,29,397,137.0,105.0,2.0,7,0,1,0,0,1,0,0,0,1,0,122.99999999999994
9391,137811228,29,393,18.0,190.0,2.0,1,1,0,0,0,1,0,0,0,1,0,559.9999999999995
8578,137831741,1,31,58.0,313.0,3.0,4,1,0,0,0,1,0,0,0,1,0,568.9999999999997
6631,137988963,29,312,69.0,75.0,1.6,9,0,1,0,0,1,0,0,0,0,1,70.00000000000003
4564,138075224,1,438,54.0,313.0,3.0,5,1,0,0,0,1,0,0,0,1,0,698.9999999999999
7365,137918359,30,441,27.0,247.0,2.0,1,1,0,0,1,0,0,0,0,1,0,619.9999999999999
1607,138191507,7,143,154.0,140.0,2.2,10,1,0,0,0,1,0,0,0,0,1,189.00000000000009
3989,138108837,3,99,86.0,109.0,2.0,14,0,1,0,1,0,0,0,0,1,0,33.0
3245,138133805,19,10,39.0,110.0,1.2,2,0,1,0,1,0,0,0,0,1,0,209.0
956,138205846,17,231,46.0,117.0,1.6,4,0,1,0,1,0,0,0,0,1,0,184.99999999999983
7410,137910051,29,107,107.0,105.0,1.9,9,1,0,0,0,1,0,0,0,0,1,75.99999999999994
10181,137790549,30,444,29.0,320.0,2.0,3,1,0,0,0,0,0,1,0,1,0,780.0000000000002
2108,138161656,14,91,158.0,136.0,2.1,8,0,0,1,0,1,0,0,0,1,0,139.9999999999999
2154,138154719,16,300,264.0,116.0,2.5,13,1,0,0,0,1,0,0,0,0,1,50.00000000000001
8976,137820407,7,143,226.0,140.0,2.2,12,1,0,0,0,1,0,0,0,0,1,69.0
115,138225901,3,233,82.0,122.0,2.0,3,0,1,0,0,1,0,0,0,0,1,198.99999999999983
9716,137802539,19,303,9.0,99.0,1.6,2,0,1,0,0,1,0,0,0,0,1,179.9999999999999
7414,137909385,2,86,207.0,193.0,4.3,19,1,0,0,1,0,0,0,0,1,0,40.00000000000001
4302,138084307,0,54,60.0,150.0,1.4,4,0,1,0,1,0,0,0,0,1,0,324.9999999999999
6757,137980921,14,431,4.0,190.0,2.3,1,1,0,0,0,1,0,0,0,1,0,499.0
1186,138200330,26,383,29.0,90.0,1.2,2,1,0,0,0,0,0,1,0,0,1,240.0000000000001
9893,134475768,17,231,64.0,117.0,1.6,5,0,1,0,1,0,0,0,0,1,0,145.00000000000003
9235,137815151,1,0,130.0,116.0,1.6,7,0,0,1,0,1,0,0,0,0,1,118.9999999999999
406,138179142,30,417,208.0,109.0,1.6,11,0,1,0,0,1,0,0,0,0,1,40.00000000000001
2609,138148358,30,418,61.0,114.0,1.6,5,0,1,0,0,1,0,0,0,0,1,194.99999999999994
575,138214457,1,18,2.0,252.0,2.0,1,0,0,1,0,0,0,1,0,1,0,494.99999999999994
1951,134722640,29,194,166.0,105.0,2.0,11,0,1,0,0,1,0,0,0,1,0,58.00000000000001
1227,138199747,28,453,67.0,100.0,1.5,4,0,1,0,0,0,0,1,0,1,0,149.99999999999986
10669,137757686,23,293,280.0,110.0,2.0,20,0,1,0,0,1,0,0,0,0,1,23.999999999999996
5018,133327639,19,36,59.0,120.0,1.6,4,0,1,0,0,1,0,0,0,0,1,215.0
8673,125792270,1,0,89.0,116.0,1.6,7,0,0,1,0,1,0,0,0,0,1,108.99999999999997
8364,137844759,19,170,6.0,122.0,2.0,1,0,1,0,0,1,0,0,0,0,1,268.99999999999994
215,138223312,8,223,0.0,120.0,0.0,1,0,1,0,0,0,1,0,0,1,0,299.0
9543,137807422,14,80,20.0,170.0,0.0,2,0,1,0,0,0,1,0,0,1,0,255.99999999999994
861,138208070,29,83,105.0,102.0,1.6,15,0,1,0,1,0,0,0,0,0,1,47.99999999999997
912,136451279,6,175,38.0,65.0,1.0,5,0,1,0,1,0,0,0,0,0,1,88.99999999999994
775,138209746,25,177,192.0,125.0,2.0,19,1,0,0,1,0,0,0,0,0,1,23.999999999999996
665,138212304,0,58,45.0,150.0,2.0,2,0,1,0,0,1,0,0,0,1,0,448.9999999999999
3441,138128946,19,12,146.0,90.0,1.6,12,0,1,0,0,1,0,0,0,0,1,48.99999999999996
27,138228047,0,55,114.0,131.0,2.0,12,0,1,0,1,0,0,0,0,1,0,90.00000000000001
9980,137196419,29,392,54.0,150.0,2.0,3,1,0,0,0,1,0,0,0,1,0,435.9999999999999
7934,137868671,6,402,80.0,110.0,2.0,8,0,1,0,0,1,0,0,0,0,1,78.99999999999996
1191,138200341,6,404,11.0,131.0,2.0,2,0,1,0,0,1,0,0,0,1,0,318.00000000000006
8763,137816165,16,299,235.0,201.0,2.0,14,1,0,0,1,0,0,0,0,0,1,46.99999999999998
9998,137794552,17,285,23.0,190.0,2.3,2,1,0,0,0,1,0,0,0,1,0,345.0000000000002
10502,137765670,17,256,42.0,109.0,0.0,4,0,1,0,0,0,1,0,0,1,0,164.99999999999994
862,138208049,1,18,159.0,177.0,2.0,10,1,0,0,0,1,0,0,0,1,0,129.99999999999994
4408,138082061,30,421,15.0,407.0,2.0,1,1,0,0,0,0,0,1,0,1,0,698.9999999999999
7551,137900536,18,71,96.0,90.0,1.4,19,0,1,0,1,0,0,0,0,0,1,15.999999999999991
5275,135117622,29,191,0.0,136.0,0.0,0,0,1,0,0,0,1,0,0,1,0,378.99999999999966
